Country,Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Guatemala,GTM,45.53163415,46.10395122,46.68829268,47.28268293,47.88663415,48.50860976,49.16109756,49.84904878,50.56895122,51.31031707,52.05314634,52.77402439,53.4524878,54.07402439,54.63414634,55.1327561,55.57882927,55.9917561,56.3915122,56.79058537,57.2014878,57.6327561,58.08595122,58.55863415,59.05382927,59.56807317,60.09731707,60.63309756,61.16987805,61.70465854,62.23841463,62.77312195,63.3117561,63.85639024,64.40658537,64.96297561,65.52721951,66.09590244,66.66156098,67.21519512,67.74270732,68.2274878,68.66136585,69.04119512,69.36690244,69.64597561,69.88790244,70.11078049,70.32814634,70.54753659,70.77546341,71.01041463,71.24939024,71.48639024
Guam,GUM,61.22634146,61.72529268,62.21919512,62.707,63.1862439,63.65741463,64.11902439,64.57158537,65.01414634,65.44670732,65.86731707,66.2754878,66.67073171,67.05304878,67.42243902,67.77890244,68.12241463,68.45443902,68.7754878,69.0875122,69.39053659,69.68653659,69.97553659,70.25853659,70.53553659,70.80653659,71.06804878,71.32007317,71.56458537,71.80409756,72.04409756,72.28760976,72.54007317,72.80453659,73.08395122,73.38131707,73.69917073,74.034,74.38229268,74.7384878,75.09802439,75.4527561,75.79865854,76.13126829,76.44768293,76.74753659,77.03256098,77.30741463,77.57573171,77.83956098,78.10087805,78.35958537,78.6175122,78.8725122
Guyana,GUY,60.27873171,60.46209756,60.647,60.83090244,61.01229268,61.18717073,61.3475122,61.49129268,61.61597561,61.7225122,61.81334146,61.89290244,61.96768293,62.04217073,62.12039024,62.20341463,62.29029268,62.37960976,62.46843902,62.55729268,62.64360976,62.72734146,62.80790244,62.88582927,62.96319512,63.04114634,63.12285366,63.2104878,63.30514634,63.40936585,63.52317073,63.6485122,63.7832439,63.9252439,64.07339024,64.22565854,64.37946341,64.53280488,64.68463415,64.83192683,64.97314634,65.1077561,65.23529268,65.3577561,65.47365854,65.5825122,65.68487805,65.7797561,65.87014634,65.957,66.04270732,66.12914634,66.21726829,66.31002439
High income,HIC,67.99149756,68.39418188,68.44142615,68.66853584,69.04301716,69.1647898,69.4107791,69.61818473,69.58382827,69.76521652,70.08262017,70.35908924,70.608061,70.7599967,71.11796007,71.34522452,71.54104013,71.82939821,71.97035201,72.21503307,72.24464017,72.56961685,72.91711088,72.98989422,73.17535768,73.36470163,73.76694529,74.0065116,74.10889907,74.28631982,74.39300009,74.50002255,74.53249558,74.37886507,74.56999274,74.74544091,75.18700802,75.57946052,75.73227855,75.79778484,75.97369359,76.24539574,76.34370098,76.47331766,76.87467242,76.98291964,77.40736986,77.68849815,77.8820364,78.16139137,78.42194586,78.73950708,78.92534853,79.1097829
"Hong Kong SAR, China",HKG,66.99970732,67.57936585,68.13009756,68.64343902,69.11836585,69.55539024,69.9614878,70.34660976,70.7202439,71.08785366,71.45243902,71.45853659,71.45609756,72.1097561,72.61219512,73.36829268,72.8195122,73.3195122,73.57560976,73.67317073,74.67317073,75.32439024,75.42926829,75.27560976,76.02926829,76.43414634,76.68536585,76.88292683,77.08292683,77.02926829,77.3804878,77.88292683,77.67804878,78.03170732,78.52926829,78.68292683,79.62682927,80.12682927,80.13170732,80.38292683,80.87804878,81.42439024,81.47804878,81.32926829,81.7804878,81.5804878,82.37560976,82.32682927,82.37560976,82.77560976,82.97804878,83.42195122,83.4804878,83.83170732
Honduras,HND,46.28831707,46.96387805,47.63295122,48.289,48.92797561,49.54736585,50.14765854,50.73739024,51.32463415,51.91487805,52.51514634,53.13295122,53.77082927,54.4307561,55.1152439,55.82329268,56.55490244,57.30304878,58.06373171,58.83292683,59.61212195,60.40585366,61.21207317,62.02480488,62.83153659,63.6137561,64.35095122,65.03014634,65.64529268,66.19443902,66.68904878,67.14363415,67.57919512,68.0087561,68.43680488,68.85839024,69.2615122,69.63070732,69.95897561,70.24580488,70.49419512,70.71212195,70.91104878,71.10295122,71.29282927,71.48217073,71.67246341,71.85873171,72.03997561,72.21721951,72.39397561,72.57273171,72.75502439,72.94285366
Heavily indebted poor countries (HIPC),HPC,39.56408652,39.99525616,40.41945396,40.83542014,41.24321725,41.64496643,42.04385137,42.44361014,42.84634096,43.25276468,43.66287382,44.07639528,44.48976966,44.89897218,45.30031957,45.68912866,46.0606019,46.41381476,46.7505627,47.0726023,47.38453871,47.6919481,47.99709461,48.29842073,48.59124446,48.86214611,49.09429301,49.27685742,49.40918449,49.50495015,49.58981921,49.69362112,49.83686762,50.02184026,50.23701694,50.47331639,50.72999178,51.01132515,51.32421138,51.67706731,52.08254071,52.55449095,53.09761174,53.7090772,54.3788795,55.09235917,55.83240701,56.57661654,57.30423086,57.99915982,58.64852064,59.24608088,59.79812482,60.31082568
Croatia,HRV,64.60865854,65.0155122,65.4082439,65.78787805,66.15443902,66.51204878,66.86278049,67.20873171,67.54892683,67.88136585,68.2004878,68.50163415,68.77873171,69.0292439,69.25270732,70.00195122,70.45536585,70.74439024,70.53878049,70.42731707,70.17536585,70.34439024,70.48268293,70.27487805,70.21853659,70.88609756,71.41902439,71.4702439,71.48829268,71.84463415,72.1704878,72.18536585,71.24146341,71.52243902,71.80341463,72.08439024,72.36536585,72.49512195,72.31707317,72.64195122,72.80780488,74.51292683,74.71731707,74.61390244,75.5202439,75.24463415,75.83682927,75.70560976,75.91219512,76.16829268,76.47560976,76.77560976,76.92439024,77.12682927
Haiti,HTI,42.10009756,42.68395122,43.26380488,43.83619512,44.39858537,44.94204878,45.45860976,45.94229268,46.39107317,46.80839024,47.19965854,47.57670732,47.9484878,48.32346341,48.70417073,49.08726829,49.46495122,49.82787805,50.17365854,50.50429268,50.8282439,51.15685366,51.50046341,51.86390244,52.24760976,52.64753659,53.05368293,53.45463415,53.84295122,54.21368293,54.56931707,54.91441463,55.25595122,55.59846341,55.9405122,56.27565854,56.59495122,56.89290244,57.16902439,57.42626829,57.67604878,57.92978049,58.19936585,58.4952439,58.82092683,59.17846341,59.56741463,59.97739024,60.39797561,60.82221951,61.24012195,61.64519512,62.03339024,62.40114634
Hungary,HUN,68.00317073,68.93609756,67.86585366,68.87414634,69.38097561,69.07121951,69.82243902,69.40707317,69.2302439,69.31463415,69.16463415,69.05243902,69.66463415,69.51804878,69.24804878,69.29,69.57317073,69.84804878,69.39390244,69.61536585,69.06170732,69.13926829,69.35780488,68.97365854,69.02585366,68.97219512,69.17341463,69.65121951,70.02341463,69.46170732,69.31560976,69.37707317,69.11707317,69.10121951,69.4697561,69.79170732,70.32878049,70.70243902,70.55780488,70.67707317,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.26829268
Indonesia,IDN,48.64031707,49.26980488,49.88580488,50.48829268,51.07929268,51.66278049,52.24131707,52.81685366,53.39041463,53.96246341,54.53146341,55.09487805,55.64914634,56.19229268,56.72080488,57.23570732,57.73660976,58.225,58.70095122,59.16343902,59.60990244,60.03526829,60.43946341,60.82295122,61.1877561,61.53839024,61.88141463,62.22143902,62.5634878,62.90863415,63.25990244,63.61629268,63.97426829,64.32829268,64.67385366,65.00187805,65.30582927,65.58217073,65.82939024,66.04946341,66.24687805,66.43012195,66.6082439,66.78880488,66.97487805,67.16856098,67.3674878,67.56773171,67.76478049,67.95763415,68.14719512,68.33439024,68.51956098,68.70460976
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.52926829,,,,,,,,77.96585366,,,,,,,,,,,
India,IND,41.17195122,41.7904878,42.41741463,43.05273171,43.69841463,44.3535122,45.0185122,45.69092683,46.3677561,47.047,47.72707317,48.40741463,49.08697561,49.76029268,50.42341463,51.06792683,51.68946341,52.28463415,52.84902439,53.38070732,53.87470732,54.32853659,54.74460976,55.13234146,55.49963415,55.86090244,56.2305122,56.61843902,57.03112195,57.47304878,57.94373171,58.43821951,58.94507317,59.45292683,59.95482927,60.44436585,60.91560976,61.36956098,61.80721951,62.22707317,62.63063415,63.01985366,63.39919512,63.77453659,64.14780488,64.52387805,64.90809756,65.30043902,65.69943902,66.10263415,66.50614634,66.90417073,67.28987805,67.66041463
Not classified,INX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,69.6917561,69.90412195,70.08797561,70.24980488,70.39458537,70.52529268,70.64141463,70.7435122,70.83307317,70.91512195,70.99621951,71.08136585,71.17458537,71.28087805,71.40329268,71.54629268,71.71287805,71.90004878,72.1047561,72.32302439,72.54936585,72.77778049,73.00378049,73.22239024,73.43458537,73.64090244,73.84880488,74.06331707,74.28643902,74.51560976,74.74131707,74.95053659,75.1362439,75.29643902,75.43763415,75.57134146,75.83170732,75.98536585,76.1804878,76.08292683,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.89512195,81.04390244
"Iran, Islamic Rep.",IRN,44.9455122,45.50895122,46.06580488,46.61807317,47.16980488,47.72814634,48.3007561,48.89270732,49.51058537,50.15834146,50.86397561,51.66158537,52.54446341,53.47880488,54.41046341,55.2124878,55.73092683,55.89641463,55.71121951,55.23958537,54.64043902,54.12787805,53.89909756,54.09290244,54.75387805,55.87141463,57.36365854,59.05031707,60.76182927,62.40190244,63.88287805,65.14534146,66.2035122,67.07821951,67.77139024,68.30592683,68.72214634,69.07631707,69.41556098,69.76595122,70.13719512,70.52165854,70.89843902,71.25385366,71.59363415,71.93170732,72.28812195,72.67419512,73.09207317,73.53417073,73.98317073,74.41258537,74.79934146,75.12597561
Iraq,IRQ,48.03068293,49.23163415,50.41836585,51.58941463,52.73682927,53.84312195,54.88641463,55.84880488,56.71790244,57.49234146,58.18768293,58.83058537,59.44102439,60.022,60.56114634,60.99273171,61.23002439,61.23880488,61.03509756,60.67712195,60.29114634,60.03585366,60.03980488,60.38209756,61.08031707,62.10660976,63.38246341,64.75990244,66.10614634,67.34256098,68.40256098,69.25097561,69.91170732,70.40931707,70.74865854,70.94656098,71.03129268,71.04034146,71.00292683,70.93470732,70.82992683,70.66741463,70.43104878,70.12356098,69.76865854,69.40790244,69.09156098,68.85946341,68.73468293,68.72795122,68.8297561,69.01578049,69.24192683,69.47168293
Iceland,ISL,73.42865854,73.50341463,73.72195122,73.04292683,73.54170732,73.86878049,73.3004878,73.78317073,74.00585366,73.77634146,73.93390244,73.5704878,74.45585366,74.45097561,74.51170732,75.57878049,76.97219512,76.37365854,76.64926829,76.77317073,76.84658537,76.52146341,77.03780488,76.84560976,77.57658537,77.60243902,77.99073171,77.33902439,77.08292683,78.14097561,78.03634146,77.99195122,78.7602439,78.93463415,79.24707317,77.98439024,78.77780488,78.88536585,79.60243902,79.35121951,79.65365854,80.6902439,80.50243902,80.96341463,80.99756098,81.50243902,81.15853659,81.45365854,81.6097561,81.75121951,81.89756098,82.35853659,82.91707317,83.11707317
Israel,ISR,,72.00658537,72.11219512,,,,72.28560976,71.5097561,71.05658537,70.9704878,71.21341463,71.71902439,71.07804878,71.69341463,71.66170732,72.04512195,72.95609756,72.95853659,73.20731707,73.50731707,73.87560976,74.26097561,74.1097561,74.45853659,74.80731707,75.20731707,74.95609756,75.25853659,74.43658537,76.30731707,76.60731707,76.75853659,76.50487805,77.15365854,77.40243902,77.45121951,78.10487805,78,78.14878049,78.65853659,78.95365854,79.40731707,79.45121951,79.64878049,80.14634146,80.15121951,80.55365854,80.50487805,80.95121951,81.40487805,81.60243902,81.65609756,81.70487805,82.05609756
Italy,ITA,69.12390244,69.7602439,69.1497561,69.24804878,70.31170732,70.17170732,70.92609756,70.95658537,70.78,70.81195122,71.55878049,71.80682927,72.07536585,72.02634146,72.73439024,72.64731707,72.99195122,73.36463415,73.69317073,74.00268293,73.94317073,74.35390244,74.81463415,74.6402439,75.3895122,75.47073171,75.77073171,76.2195122,76.37073171,76.8195122,76.97073171,77.0195122,77.4195122,77.72195122,77.92195122,78.17073171,78.52195122,78.82439024,78.97560976,79.42439024,79.77804878,80.12682927,80.22926829,79.98292683,80.7804878,80.78292683,81.28292683,81.43414634,81.48536585,81.63658537,82.03658537,82.18780488,82.23902439,82.2902439
Jamaica,JAM,64.19182927,64.75970732,65.27978049,65.7544878,66.18785366,66.58531707,66.94982927,67.28836585,67.60536585,67.90480488,68.18812195,68.45429268,68.70182927,68.9312439,69.14604878,69.35629268,69.57056098,69.79436585,70.02573171,70.25963415,70.4855122,70.68834146,70.8544878,70.97392683,71.04409756,71.06143902,71.02990244,70.96153659,70.86941463,70.76309756,70.65370732,70.54834146,70.45060976,70.36760976,70.30539024,70.26895122,70.25826829,70.27278049,70.31143902,70.37526829,70.47129268,70.60460976,70.77573171,70.98168293,71.21843902,71.47841463,71.75607317,72.04080488,72.32302439,72.59414634,72.84712195,73.07639024,73.2824878,73.46892683
Jordan,JOR,52.68526829,53.4715122,54.25131707,55.02519512,55.79265854,56.55217073,57.30326829,58.04397561,58.77278049,59.48768293,60.19021951,60.88134146,61.56107317,62.22839024,62.88080488,63.51280488,64.11790244,64.69358537,65.23787805,65.74926829,66.23129268,66.68795122,67.1247561,67.54570732,67.95026829,68.33839024,68.70656098,69.04970732,69.36680488,69.65736585,69.92085366,70.15731707,70.37226829,70.5687561,70.7512439,70.92573171,71.09568293,71.26356098,71.43287805,71.60509756,71.7797561,71.95636585,72.1324878,72.30460976,72.4737561,72.63890244,72.80104878,72.96119512,73.11978049,73.27834146,73.43587805,73.59187805,73.74739024,73.90141463
Japan,JPN,67.66609756,68.31,68.59487805,69.65804878,70.13243902,70.20195122,70.98658537,71.27658537,71.61121951,71.83878049,71.9502439,72.88292683,73.50658537,73.75756098,74.39390244,75.05731707,75.45682927,75.89829268,76.03829268,76.33756098,76.09170732,76.41439024,76.92292683,76.96146341,77.36536585,77.6504878,78.06463415,78.48365854,78.39926829,78.81804878,78.83682927,79.10073171,79.15390244,79.29365854,79.68707317,79.53634146,80.2002439,80.42414634,80.50146341,80.57073171,81.07609756,81.41707317,81.56341463,81.76,82.0302439,81.92512195,82.32195122,82.50707317,82.58756098,82.93146341,82.84268293,82.59121951,83.09609756,83.33195122
Kazakhstan,KAZ,58.36758537,58.78158537,59.19907317,59.61856098,60.03604878,60.44902439,60.852,61.2394878,61.60897561,61.95646341,62.27646341,62.56495122,62.82495122,63.06043902,63.27992683,63.49236585,63.7097561,63.94058537,64.19190244,64.46673171,66.62439024,66.70609756,66.78780488,67.66219512,68.53658537,68.53658537,68.91341463,69.2902439,68.84878049,68.2902439,68.33658537,67.98292683,67.73170732,66.72682927,65.67317073,64.9195122,64.1097561,64.46341463,64.56097561,65.5195122,65.51707317,65.76829268,65.96829268,65.86585366,65.88780488,65.9097561,66.16097561,66.50487805,67.02195122,68.42926829,68.29536585,68.98,69.61,70.45
Kenya,KEN,46.36241463,47.013,47.6522439,48.2697561,48.86109756,49.4287561,49.98168293,50.53273171,51.09082927,51.65892683,52.23302439,52.80865854,53.37736585,53.93417073,54.47858537,55.01907317,55.56917073,56.13380488,56.70795122,57.28009756,57.83363415,58.34753659,58.7997561,59.16831707,59.43673171,59.59702439,59.64873171,59.59841463,59.44968293,59.19517073,58.80204878,58.22897561,57.47353659,56.55919512,55.53395122,54.45773171,53.4,52.43753659,51.64258537,51.07139024,50.78517073,50.82414634,51.15965854,51.74870732,52.5522439,53.51982927,54.59109756,55.69929268,56.78468293,57.80043902,58.71860976,59.53421951,60.27278049,60.95378049
Kyrgyz Republic,KGZ,56.12807317,56.56412195,57.00265854,57.44319512,57.8822439,58.31526829,58.73829268,59.14631707,59.53585366,59.90387805,60.24490244,60.55441463,60.83541463,61.09290244,61.33290244,61.56485366,61.7972439,62.04007317,62.30090244,62.5857561,62.90378049,63.26363415,63.65887805,64.0775122,64.50492683,64.91895122,65.29378049,65.61119512,65.85858537,67.90731707,68.29756098,68.55121951,68.10243902,67.19268293,66.03902439,65.7902439,66.54390244,66.89268293,67.05121951,67.00243902,68.55853659,68.70731707,68.10731707,68.25609756,68.15365854,67.95609756,67.69512195,67.84634146,68.45121951,69.10243902,69.3,69.60243902,70.00243902,70.20243902
Cambodia,KHM,41.23202439,41.35768293,41.51743902,41.70278049,41.88560976,42.0757561,42.28946341,42.47612195,42.53968293,42.36168293,41.57119512,39.73329268,36.7572439,32.81287805,28.2584878,23.88453659,20.6565122,19.2655122,20.06492683,23.02909756,27.73897561,33.44992683,39.17431707,44.1192439,47.9234878,50.43812195,51.79046341,52.47,52.89519512,53.20868293,53.51007317,53.83634146,54.15078049,54.4417561,54.75021951,55.12165854,55.58602439,56.14385366,56.79160976,57.52880488,58.35087805,59.24726829,60.187,61.13758537,62.07360976,62.96770732,63.79558537,64.55234146,65.23497561,65.84446341,66.38565854,66.87287805,67.32887805,67.77204878
Kiribati,KIR,49.21597561,49.74368293,50.27429268,50.79778049,51.30768293,51.8085122,52.30780488,52.81465854,53.33056098,53.84756098,54.35112195,54.82370732,55.25080488,55.62234146,55.93480488,56.18673171,56.37914634,56.52807317,56.653,56.76941463,56.89521951,57.04636585,57.23378049,57.46292683,57.74129268,58.07485366,58.46609756,58.90260976,59.3704878,59.85834146,60.35082927,60.83458537,61.29973171,61.73729268,62.13978049,62.50565854,62.83731707,63.14460976,63.43290244,63.70260976,63.95068293,64.17209756,64.36441463,64.52714634,64.66529268,64.78236585,64.88534146,64.9807561,65.07860976,65.18343902,65.30278049,65.44063415,65.59607317,65.76658537
St. Kitts and Nevis,KNA,,,,,,,,,,,,,,,,,,,,,,,63.95121951,,,,,65.95121951,,,,,67.95121951,,,,,70.03634146,,,,,71.33658537,,,,,,,,,,,
"Korea, Rep.",KOR,53.00131707,53.7362439,54.48409756,55.24590244,56.02163415,56.8212439,57.65770732,58.53002439,59.42768293,60.33173171,62.03585366,62.44365854,62.84146341,63.2295122,63.59756098,63.95585366,64.30414634,64.64756098,64.97609756,65.29463415,65.80926829,66.30926829,66.78414634,67.23926829,67.90341463,68.53292683,69.18365854,69.80926829,70.33926829,70.8595122,71.2997561,71.7302439,72.2004878,72.68195122,73.04317073,73.39439024,73.83121951,74.24780488,74.6802439,75.37341463,75.83536585,76.34195122,76.83902439,77.2502439,77.84658537,78.43268293,78.96926829,79.3495122,79.83268293,80.29731707,80.55121951,80.96707317,81.21341463,81.4597561
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,65.89756098,66.19756098,66.39756098,66.59756098,66.79756098,66.99756098,67.19756098,67.39756098,67.54878049,67.74878049,67.94878049,68.1,68.24878049,68.4,68.55121951,68.7,68.85121951,68.95121951,66.95121951,67.95121951,67.99756098,67.94390244,68.19512195,68.44634146,68.69512195,68.94634146,69.19756098,69.39756098,69.64878049,69.9,70.14878049,70.49756098,70.79756098
Kuwait,KWT,60.34795122,61.09056098,61.79317073,62.4557561,63.08034146,63.66890244,64.22243902,64.74297561,65.23502439,65.70112195,66.14278049,66.56004878,66.95443902,67.32795122,67.68512195,68.02992683,68.36739024,68.70146341,69.03214634,69.36139024,69.68868293,70.01302439,70.33039024,70.63678049,70.92863415,71.20346341,71.45721951,71.68990244,71.90053659,72.09007317,72.25953659,72.41141463,72.54773171,72.6734878,72.78968293,72.89834146,73.00146341,73.09704878,73.18712195,73.27265854,73.35521951,73.43380488,73.51092683,73.58656098,73.66221951,73.73831707,73.81682927,73.89870732,73.98292683,74.07,74.16192683,74.2582439,74.359,74.4627561
Latin America & Caribbean (developing only),LAC,54.38307336,54.9309359,55.45954382,55.96767634,56.45708737,56.93091947,57.39496917,57.85459547,58.31298734,58.77131585,59.2277565,59.67806872,60.11669667,60.54091265,60.95018653,61.34616808,61.73260947,62.11483363,62.49639256,62.87982106,63.26521898,63.65163354,64.03816883,64.41828392,64.79729755,65.17296112,65.54442628,65.91418088,66.27980413,66.64757999,67.02017699,67.40261226,67.79796321,68.20250537,68.61730935,69.03715975,69.45697748,69.87092322,70.26994878,70.65211367,71.0122021,71.3477368,71.66152667,71.95425905,72.23046073,72.491654,72.74077587,72.98089706,73.21540123,73.44751801,73.67941962,73.91266348,74.1467685,74.38127734
Lao PDR,LAO,43.20446341,43.50704878,43.80865854,44.10929268,44.40943902,44.70960976,45.0117561,45.31687805,45.62543902,45.9354878,46.245,46.54956098,46.84665854,47.13582927,47.41704878,47.6892439,47.95139024,48.20839024,48.4677561,48.73546341,49.02358537,49.34465854,49.70429268,50.104,50.5442439,51.0184878,51.51758537,52.02843902,52.54053659,53.04887805,53.55207317,54.05270732,54.55643902,55.06782927,55.58746341,56.11729268,56.65682927,57.20343902,57.75756098,58.31617073,58.8792439,59.44829268,60.02182927,60.59639024,61.16943902,61.7345122,62.28863415,62.82726829,63.34890244,63.85104878,64.33363415,64.79812195,65.2485122,65.6872439
Lebanon,LBN,63.28012195,63.58597561,63.88041463,64.16441463,64.44143902,64.715,64.98804878,65.26253659,65.53697561,65.81036585,66.07870732,66.33702439,66.57985366,66.80521951,67.01214634,67.19965854,67.36773171,67.52139024,67.66709756,67.81036585,67.95665854,68.11343902,68.28270732,68.46843902,68.67368293,68.89797561,69.13790244,69.3905122,69.65329268,69.92919512,70.22114634,70.53604878,70.87678049,71.24621951,71.64387805,72.06621951,72.50929268,72.96614634,73.43236585,73.90595122,74.39082927,74.89492683,75.4212439,75.96626829,76.52165854,77.07158537,77.59673171,78.08331707,78.52241463,78.91007317,79.25278049,79.55892683,79.84636585,80.12887805
Liberia,LBR,34.78317073,35.04626829,35.35412195,35.71521951,36.13,36.59336585,37.09619512,37.62387805,38.16829268,38.72490244,39.30214634,39.91353659,40.56614634,41.26009756,41.98439024,42.72565854,43.46792683,44.19026829,44.86865854,45.48660976,46.02207317,46.45892683,46.80007317,47.05302439,47.22678049,47.31982927,47.33117073,47.28290244,47.2117561,47.15943902,47.20243902,47.42273171,47.8514878,48.48365854,49.28695122,50.16282927,50.9795122,51.63331707,52.0707561,52.30117073,52.40912195,52.53346341,52.81080488,53.32865854,54.0962439,55.06617073,56.14187805,57.19119512,58.11246341,58.86565854,59.44129268,59.86434146,60.20436585,60.52039024
Libya,LBY,42.64119512,44.24668293,45.87119512,47.45621951,48.95770732,50.34953659,51.62953659,52.83114634,53.97736585,55.07229268,56.11858537,57.11797561,58.07319512,58.98541463,59.85765854,60.69141463,61.48860976,62.24802439,62.9685122,63.64946341,64.28687805,64.87421951,65.41056098,65.89841463,66.34278049,66.75414634,67.1445122,67.52439024,67.89873171,68.26956098,68.62990244,68.96873171,69.27507317,69.54090244,69.76568293,69.95090244,70.10102439,70.2275122,70.34180488,70.45185366,70.57253659,70.71678049,70.88553659,71.07434146,71.27680488,71.471,71.63104878,71.73863415,71.78739024,71.78095122,71.73739024,71.68326829,71.64956098,71.65768293
St. Lucia,LCA,57.3037561,58.06190244,58.76334146,59.39007317,59.93939024,60.425,60.87253659,61.31814634,61.79012195,62.30039024,62.8525122,63.44317073,64.05370732,64.66787805,65.2787561,65.88482927,66.48795122,67.088,67.67941463,68.25031707,68.78195122,69.25509756,69.6574878,69.98621951,70.2422439,70.4355122,70.58426829,70.70873171,70.82560976,70.94073171,71.04943902,71.13817073,71.1945122,71.2145122,71.20514634,71.18095122,71.1574878,71.15529268,71.19136585,71.27617073,71.42304878,71.64280488,71.92485366,72.25473171,72.61956098,72.99907317,73.36907317,73.71185366,74.01314634,74.26604878,74.47109756,74.63570732,74.77763415,74.91270732
Latin America & Caribbean (all income levels),LCN,56.04337354,56.53046009,56.99924082,57.44986134,57.88491803,58.30864602,58.72726403,59.14570159,59.56695441,59.99241963,60.42018041,60.84572776,61.26269035,61.66755747,62.0587818,62.43744897,62.80705845,63.17250269,63.53725745,63.90311075,64.26961848,64.63513359,64.99826656,65.35372172,65.70550521,66.05205737,66.39349404,66.73247132,67.06851976,67.40683083,67.75062127,68.10469599,68.47129404,68.84781982,69.23447236,69.62689413,70.02065133,70.41001384,70.78703709,71.14922341,71.49815918,71.81814984,72.11966881,72.39877426,72.66052876,72.90766639,73.1434591,73.36994029,73.59196243,73.80813132,74.02854175,74.25251725,74.47639215,74.7022015
Least developed countries: UN classification,LDC,40.23464873,40.7090889,41.1928651,41.68488584,42.17892265,42.65513421,43.08832909,43.46230133,43.77046714,44.01798832,44.22597027,44.42593685,44.65070782,44.92518775,45.26238693,45.66980856,46.14370715,46.65899206,47.18515004,47.69738335,48.18012888,48.63150254,49.06186426,49.4779552,49.87935802,50.25688036,50.59930742,50.90298079,51.17136044,51.41605817,51.65903484,51.92510696,52.22933051,52.57354887,52.94900204,53.34801417,53.76649634,54.20119419,54.65015402,55.11322855,55.59415138,56.09981016,56.63522541,57.20078619,57.79084671,58.39800646,59.013568,59.62572908,60.22386122,60.79936997,61.34398956,61.85315126,62.32909413,62.77473727
Low income,LIC,39.16450435,39.56606224,39.96719426,40.37589397,40.79722771,41.23425621,41.68579962,42.14291685,42.5949551,43.03340179,43.44197042,43.80497467,44.11924021,44.39045787,44.63269332,44.87634777,45.15527648,45.48829484,45.87567504,46.30253506,46.75345472,47.21611649,47.67417761,48.11159532,48.51583401,48.86785765,49.15219835,49.36853292,49.52487842,49.63592363,49.7254668,49.82003844,49.93898382,50.08653807,50.25555578,50.44771406,50.67526098,50.95136332,51.28624847,51.6860106,52.15507054,52.69563561,53.3006556,53.9596388,54.66061772,55.39140336,56.14015969,56.89281868,57.63477053,58.35197072,59.03193145,59.66711052,60.25992568,60.81279522
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.42195122,77.3902439,76.83658537,76.04634146,77.74634146,79.1097561,76.82682927,79.27560976,79.63658537,79.96097561,81.77073171,80.66829268,80.94878049,81.29512195,82.68292683,81.5,81.84146341,81.79268293,82.38292683,82.38292683
Sri Lanka,LKA,59.74714634,60.12680488,60.51158537,60.9205122,61.3635122,61.84090244,62.345,62.85404878,63.35141463,63.82946341,64.28168293,64.70419512,65.10160976,65.47946341,65.84270732,66.20717073,66.59219512,67.00260976,67.43682927,67.88278049,68.30936585,68.678,68.96231707,69.14909756,69.24414634,69.27595122,69.28753659,69.32173171,69.40317073,69.53434146,69.6794878,69.78019512,69.79641463,69.71673171,69.56597561,69.42058537,69.38258537,69.52731707,69.88758537,70.45258537,71.15712195,71.90095122,72.57368293,73.0942439,73.43402439,73.60073171,73.63602439,73.62002439,73.61995122,73.66119512,73.75526829,73.89929268,74.06804878,74.24029268
Lower middle income,LMC,45.64869193,46.24413193,46.83532698,47.4200357,48.0011994,48.56667139,49.10698803,49.6159612,50.09411725,50.54688846,50.98766775,51.43988843,51.91954856,52.42963198,52.96923748,53.52803453,54.09102099,54.63893511,55.1564927,55.63753209,56.0783187,56.48877236,56.86258211,57.21826188,57.56164066,57.89926543,58.23613198,58.58938695,58.92610753,59.27433123,59.61902476,59.9368992,60.29220598,60.62154245,60.9428979,61.2574488,61.57669167,61.90278948,62.22735581,62.53266227,62.82752188,63.13436825,63.43448301,63.74198973,64.05591299,64.3726773,64.70333071,65.0395353,65.37548127,65.72461189,66.06803278,66.39336547,66.69771387,66.9918691
