fbtime,title,company,experence,gzdd,zwyx,totalnum
2017-09-13 09:48:14,高级Java开发工程师,北京中德福林软件科技有限公司 ,5-10年,北京,15000-25000元/月 ,5 
2017-09-15 14:51:47,高级java开发工程师,北京思源互联科技有限公司 ,5-10年,北京,18000-25000元/月 ,1 
2017-09-19 09:50:00,java开发人员+8K+提供住宿,华锐祥博(北京)科技有限公司 ,不限,北京,8001-10000元/月 ,18 
2017-09-13 09:48:02,中高级Java开发,北京中德福林软件科技有限公司 ,3-5年,北京,8000-15000元/月 ,20 
2017-09-20 13:39:16,java后台开发,北京尖峰创游科技有限公司 ,1-3年,北京,8000-10000元/月 ,1 
2017-09-13 14:09:33,JAVA开发工程师,众巢医学科技(上海)股份有限公司 ,3-5年,北京,15000-17000元/月 ,1 
2017-09-15 09:17:37,中级JAVA工程师,北京恒善信诚科技有限公司 ,3-5年,北京,10001-15000元/月 ,1 
0002-01-01 00:00:00,高级Java开发,北京中德福林软件科技有限公司 ,5-10年,北京,15001-20000元/月 ,5 
2017-09-18 15:16:11,JAVA高级工程师,北京掌上新城信息技术有限公司 ,3-5年,北京,18000-30000元/月 ,1 
2017-09-15 11:40:06,JAVA WEB高级软件工程师+3年经验（望京）,北京万仑科技有限公司 ,3-5年,北京,10000-20000元/月 ,3 
2017-09-19 17:27:14,4-6K诚招JAVA实习生,北京中软智信科技有限公司 ,不限,北京,4001-6000元/月 ,4 
2017-09-20 10:19:32,Java软件开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,35 
2017-09-20 10:16:54,初级Java软件开发工程师,因特驰软件(北京)有限公司,无经验,北京,8001-10000元/月 ,1 
2017-09-20 10:16:54,Java软件开发工程师,因特驰软件(北京)有限公司,无经验,北京,8001-10000元/月 ,1 
2017-09-20 10:16:47,转互联网Java软件开发程序员,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:16:47,Java软件开发实习生,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:16:47,金融软Java程序员,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:16:47,Java资深开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:19:38,金融软Java程序员,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,35 
2017-09-20 10:19:38,Java资深开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,35 
2017-09-20 10:19:38,Java软件开发实习生,因特驰软件(北京)有限公司,无经验,北京,8001-10000元/月 ,35 
2017-09-20 10:13:34,JAVA软件开发程序员,中瑞华科(北京)科技有限公司 ,不限,北京,4500-8000元/月 ,9 
2017-09-20 10:12:20,初级Java软件开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:20,8K急招Java软件开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:20,Java软件开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:20,Java资深开发工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:20,金融软件Java程序员,因特驰软件(北京)有限公司,无经验,北京,8001-10000元/月 ,1 
2017-09-20 10:12:20,Java软件开发实习生,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:20,Java/C/C++软件工程师／大数据开发,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:14,软件Java测试工程师,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-20 10:12:14,转互联网Java软件开发程序员,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,1 
2017-09-15 17:18:06,Java高级工程师,东华光普大数据技术有限公司 ,5-10年,北京,20001-30000元/月 ,1 
2017-09-13 12:05:22,java高级工程师,宝驾出行(北京)科技有限公司 ,5-10年,北京,20001-30000元/月 ,5 
2017-09-17 16:47:40,Java工程师,北京再来人华来荣信息技术有限公司 ,3-5年,北京,12000-18000元/月 ,1 
2017-09-20 13:29:12,Java/C/C++软件工程师／大数据开发,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,16 
2017-09-20 13:28:45,金融软Java程序员,因特驰软件(北京)有限公司,不限,北京,8001-10000元/月 ,16 
2017-09-18 11:40:11,Java工程师,广州普及网络科技有限公司北京分公司 ,3-5年,北京,15000-25000元/月 ,3 
2017-09-15 15:55:16,java后端开发工程师+无限晋升空间,尚德机构 ,1-3年,北京,10000-15000元/月 ,1 
2017-09-07 16:41:03,Java高级软件工程师,中科金审(北京)科技有限公司 ,5-10年,北京,15000-30000元/月 ,13 
2017-09-07 16:41:03,JAVA软件工程师,中科金审(北京)科技有限公司 ,3-5年,北京,10001-15000元/月 ,5 
2017-09-20 10:36:11,高级JAVA工程师(微服务方向),国信慧丰(北京)科技发展有限公司 ,3-5年,北京,12000-18000元/月 ,5 
2017-09-17 22:04:48,Java开发工程师（外包）,北京神州新桥科技有限公司 ,3-5年,北京,10000-20000元/月 ,10 
2017-09-14 10:09:03,Java软件开发工程师,北京哥大诺博教育科技股份有限公司,不限,北京,10001-15000元/月 ,1 
2017-09-14 11:00:30,JAVA高级工程师(职位编号：ppw05),北京拍片乐科技有限公司 ,3-5年,北京,15001-20000元/月 ,1 
2017-09-14 09:18:13,JAVA开发工程师,北京复华卓越商业管理有限公司 ,3-5年,北京,10000-20000元/月 ,1 
2017-09-20 10:36:06,搜索开发工程师(JAVA高级工程师),国信慧丰(北京)科技发展有限公司 ,3-5年,北京,13000-18000元/月 ,3 
2017-09-18 09:13:31,java开发工程师,北京代达衡通科技有限公司 ,5-10年,北京,10001-15000元/月 ,1 
2017-09-19 11:32:39,java软件工程师,奥瑞金包装股份有限公司,3-5年,北京,10001-15000元/月 ,2 
2017-09-20 09:00:00,java工程师,互腾(北京)科技有限公司 ,1-3年,北京,6000-9000元/月 ,1 
0002-01-01 00:00:00,JAVA开发,美团点评,3-5年,北京,面议 ,1 
2017-09-01 09:15:45,高级java工程师（网络运营部）(职位编号：xdf011541),北京新东方学校 ,1-3年,北京,10000-16000元/月 ,2 
0002-01-01 00:00:00,Java开发工程师,上海微创软件股份有限公司,不限,北京,8000-12000元/月 ,1 
2017-09-19 10:03:34,JAVA软件开发工程师,北京互伴网络科技有限公司 ,1-3年,北京,8001-10000元/月 ,1 
0002-01-01 00:00:00,java后端开发,京东集团 ,5-10年,北京,面议 ,1 
2017-09-13 11:15:41,Java开发工程师,北京世纪高通科技有限公司,1-3年,北京,8000-16000元/月 ,2 
2017-09-11 11:39:19,JAVA高级工程师,北京聚通达科技股份有限公司 ,5-10年,北京,13000-25000元/月 ,2 
2017-09-13 16:22:01,Java软件开发实习生/不限经验/,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,40 
2017-09-13 16:22:01,急聘急聘急聘Java软件开发方向无经验可实习,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,15 
2017-09-13 16:22:01,急聘java实习初级程序员,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,40 
2017-09-19 13:33:25,JAVA后端工程师,北京森馥科技股份有限公司 ,3-5年,北京,10000-15000元/月 ,1 
0002-01-01 00:00:00,java（安立路）,贝乐学科英语,3-5年,北京,15001-20000元/月 ,1 
2017-09-18 16:56:42,JAVA开发工程师,北京华正方圆科技发展有限公司 ,3-5年,北京,10001-15000元/月 ,10 
2017-09-18 13:46:03,JAVA中级开发工程师,京西商业保理有限公司 ,5-10年,北京,10000-20000元/月 ,1 
2017-09-14 09:54:15,Java开发工程师,北京有恒百加教育科技有限公司 ,5-10年,北京,15000-17000元/月 ,2 
2017-09-19 17:35:56,零基础JAVA实习生/学徒 双休,北京中软智信科技有限公司 ,1年以下,北京,4001-6000元/月 ,4 
2017-09-20 11:05:08,Web前端转JAVA开发（可实习）,北京中软智信科技有限公司 ,不限,北京,4001-6000元/月 ,5 
2017-09-19 17:36:28,JAVA初级工程师,北京中软智信科技有限公司 ,1年以下,北京,4001-6000元/月 ,3 
2017-09-18 17:01:13,华锐科技招JAVA安卓Web前端开发管住宿 周末双休,华锐祥博(北京)科技有限公司 ,不限,北京,8001-10000元/月 ,20 
2017-09-14 16:44:59,开发部二 Java软件开发实习生+五险一金,华锐祥博(北京)科技有限公司 ,不限,北京,8001-10000元/月 ,18 
2017-09-19 17:37:17,Java开发工程师实习生/学徒,北京中软智信科技有限公司 ,不限,北京,4001-6000元/月 ,5 
2017-09-17 10:50:00,8K招零基础java开发,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,12 
2017-09-17 10:50:00,高薪诚Java开发工程师,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,12 
2017-09-19 17:27:55,上市公司招JAVA实习生,北京中软智信科技有限公司 ,不限,北京,4001-6000元/月 ,4 
2017-09-15 16:38:52,高薪诚聘Java软件开发五险一金,华锐祥博(北京)科技有限公司 ,不限,北京,8001-10000元/月 ,20 
2017-09-18 14:46:11,JAVA工程师,九城网络技术集团有限公司,3-5年,北京,15001-20000元/月 ,1 
2017-09-15 17:26:45,Java高级工程师,中融永信(北京)金融服务外包有限公司 ,1年以下,北京,15001-20000元/月 ,1 
2017-09-15 11:37:30,研发部二 招聘Java实习生，无经验亦可,华锐祥博(北京)科技有限公司 ,不限,北京,8001-10000元/月 ,12 
2017-09-19 14:52:10,高级Java工程师,卡联科技集团股份有限公司,不限,北京,18000-30000元/月 ,2 
2017-09-14 16:56:33,研发一部 Java实习生+包住宿7k+五险一金97,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,18 
2017-09-15 15:39:20,项目组2 零基础Java工程师（Java/安卓）,华锐祥博(北京)科技有限公司 ,不限,北京,8001-10000元/月 ,18 
2017-09-15 11:37:30,研发1部诚招java开发程序员81,华锐祥博(北京)科技有限公司 ,不限,北京,6001-8000元/月 ,12 
2017-09-11 15:56:36,Java高级研发工程师,中企动力科技股份有限公司,3-5年,北京,15001-20000元/月 ,3 
2017-09-19 17:27:14,JAVA开发工程师,北京三品公道科技发展有限公司 ,3-5年,北京,8000-12000元/月 ,1 
2017-09-19 21:38:35,高级JAVA工程师,北京天泓伟业科技有限公司 ,3-5年,北京,10001-15000元/月 ,5 
